customer_id,age,gender,region,income,education_level,signup_date
CUST-0425,23.0,Female,South,78670.71,Post-Graduate,2022-10-24
CUST-0426,48.0,Male,North,87939.1,Graduate,2019-12-18
CUST-0427,39.0,Male,North,74743.33,Post-Graduate,2021-11-04
CUST-0428,23.0,Female,West,75914.91,Secondary,2022-03-10
CUST-0429,18.0,Male,South,72219.53,Graduate,2021-02-07
CUST-0430,,Male,South,29258.86,Secondary,2023-11-07
CUST-0431,,Male,North,45451.22,Graduate,2023-01-21
CUST-0432,44.0,Female,North,45669.98,Primary,2023-08-29
CUST-0433,55.0,,West,70282.01,Secondary,2022-06-13
CUST-0434,32.0,Female,North,89929.82,Graduate,2019-05-17
CUST-0435,27.0,Male,North,49789.94,Post-Graduate,2023-07-19
CUST-0436,38.0,Female,West,47572.29,Secondary,2024-06-28
CUST-0437,20.0,Female,North,54058.8,Graduate,2019-12-11
CUST-0438,33.0,Female,South,61756.87,Graduate,2021-12-09
CUST-0439,61.0,Male,East,43094.37,Post-Graduate,2020-01-05
CUST-0440,35.0,Other,North,87212.72,Post-Graduate,2021-09-03
CUST-0441,59.0,Female,West,73430.0,Primary,2019-05-14
CUST-0442,59.0,Female,North,84363.3,Primary,2023-12-13
CUST-0443,63.0,Male,East,103366.16,Post-Graduate,2023-08-18
CUST-0444,55.0,Female,South,65858.87,Graduate,2020-07-02
CUST-0445,28.0,Female,East,94179.35,Graduate,2020-02-07
CUST-0446,33.0,Other,West,72237.57,Graduate,2019-03-07
CUST-0447,,Female,South,43016.57,Post-Graduate,2021-08-07
CUST-0448,20.0,Male,North,84819.13,Graduate,2024-02-05
CUST-0449,54.0,Female,East,22787.71,Secondary,2021-01-28
CUST-0450,,Male,West,67978.06,Graduate,2023-04-13
CUST-0451,21.0,Male,South,52746.0,Graduate,2019-05-17
CUST-0452,,Female,East,,Secondary,2024-05-17
CUST-0453,33.0,Male,North,51997.18,Graduate,2023-04-13
CUST-0454,42.0,Other,West,69444.48,Secondary,2020-08-19
CUST-0455,45.0,Female,South,34423.2,Graduate,2024-02-26
CUST-0456,,Female,East,52495.73,Graduate,2021-08-28
CUST-0457,39.0,Female,North,35881.27,Secondary,2020-06-19
CUST-0458,62.0,Male,West,49391.35,Graduate,2024-05-16
CUST-0459,27.0,Other,East,40627.59,Graduate,2023-10-21
CUST-0460,23.0,Male,South,103579.05,Graduate,2022-04-23
CUST-0461,40.0,Male,East,113871.0,Secondary,2019-12-14
CUST-0462,47.0,Female,South,39024.27,Graduate,2020-08-23
CUST-0463,64.0,Male,South,186206.79,Graduate,2023-02-25
CUST-0464,59.0,Male,South,115600.62,Post-Graduate,2024-03-08
CUST-0465,47.0,Female,South,42730.56,Primary,2023-05-05
CUST-0466,30.0,Female,South,,Primary,2024-06-27
CUST-0467,28.0,,South,86611.47,Primary,2019-06-17
CUST-0468,20.0,Female,West,66799.37,Post-Graduate,2020-05-29
CUST-0469,22.0,Male,South,,Post-Graduate,2021-10-12
CUST-0470,52.0,,East,34766.65,Post-Graduate,2020-06-19
CUST-0471,43.0,Female,South,35529.08,Graduate,2019-01-22
CUST-0472,24.0,Male,North,58947.47,Secondary,2023-05-29
CUST-0473,57.0,Female,South,31489.62,Secondary,2024-11-06
CUST-0474,,Female,North,46157.67,Graduate,2024-07-04
CUST-0475,58.0,Female,North,65194.07,Secondary,2021-06-02
CUST-0476,48.0,Male,West,83595.16,Post-Graduate,2021-10-27
CUST-0477,31.0,Female,South,41883.76,Post-Graduate,2023-02-27
CUST-0478,,Female,East,48471.85,Primary,2020-08-24
CUST-0479,29.0,Female,West,61681.57,Primary,2019-07-22
CUST-0480,61.0,Male,East,72751.27,Graduate,2023-06-03
CUST-0481,64.0,Female,East,38060.45,Secondary,2022-08-31
CUST-0482,41.0,Male,West,34182.35,Post-Graduate,2023-10-28
CUST-0483,25.0,Male,West,100142.09,Primary,2022-10-07
CUST-0484,,Female,West,67337.15,Post-Graduate,2021-03-26
CUST-0485,24.0,Female,North,53958.34,Graduate,2023-08-28
CUST-0486,43.0,,North,85363.58,Graduate,2023-06-15
CUST-0487,55.0,Male,South,48581.1,Post-Graduate,2019-06-08
CUST-0488,42.0,Male,North,33420.17,Primary,2020-01-20
CUST-0489,36.0,Other,North,87774.18,Graduate,2022-10-20
CUST-0490,25.0,Female,East,64362.16,Post-Graduate,2022-11-18
CUST-0491,49.0,Female,West,54555.46,Secondary,2023-03-10
CUST-0492,47.0,Female,North,58559.46,Graduate,2024-09-09
CUST-0493,23.0,Female,South,55014.53,Secondary,2023-03-06
CUST-0494,64.0,Male,East,24169.71,Post-Graduate,2021-12-29
CUST-0495,51.0,Male,North,44859.75,Post-Graduate,2022-03-20
CUST-0496,23.0,Male,West,47192.68,Secondary,2024-03-06
CUST-0497,,Female,West,69783.24,Graduate,2022-12-22
CUST-0498,52.0,,South,38203.71,Post-Graduate,2021-08-19
CUST-0499,62.0,,North,104037.96,Graduate,2019-03-22
CUST-0500,26.0,Female,North,218195.71,Graduate,2019-04-27
CUST-0501,54.0,Male,East,62438.15,Graduate,2022-01-16
CUST-0502,27.0,Female,West,,Post-Graduate,2023-06-21
CUST-0503,51.0,Other,North,46056.23,Graduate,2022-03-12
CUST-0504,36.0,Female,East,108630.11,Post-Graduate,2020-09-11
CUST-0505,59.0,Male,South,62353.95,Secondary,2023-07-01
CUST-0506,30.0,Female,West,74373.81,Graduate,2020-11-18
CUST-0507,26.0,Male,West,51628.7,Post-Graduate,2020-11-08
CUST-0508,45.0,Female,South,112382.39,Secondary,2019-06-12
CUST-0509,26.0,Female,North,62470.61,Graduate,2020-11-10
CUST-0510,,,South,98727.14,Graduate,2019-10-10
CUST-0511,,Male,East,43903.7,Graduate,2024-12-05
CUST-0512,49.0,Female,East,102693.61,Graduate,2020-04-03
CUST-0513,23.0,Male,South,32295.91,Post-Graduate,2022-07-29
CUST-0514,38.0,Female,South,,Secondary,2021-09-12
CUST-0515,48.0,Male,North,137794.07,Graduate,2023-07-01
CUST-0516,56.0,Female,West,59350.47,Primary,2019-07-08
CUST-0517,22.0,Male,East,80636.27,Primary,2021-06-23
CUST-0518,55.0,Female,South,62784.23,Secondary,2023-12-02
CUST-0519,51.0,Female,North,76352.74,Post-Graduate,2020-01-16
CUST-0520,51.0,Male,East,60465.51,Secondary,2021-03-11
CUST-0521,27.0,Male,West,43703.94,Secondary,2020-07-07
CUST-0522,47.0,Male,East,94765.11,Graduate,2023-11-08
CUST-0523,48.0,Female,North,52705.4,Graduate,2021-04-06
CUST-0524,59.0,Male,South,26141.91,Graduate,2020-03-20
CUST-0525,28.0,Female,East,64943.55,Secondary,2020-04-24
CUST-0526,42.0,,East,52684.88,Secondary,2019-10-16
CUST-0527,28.0,Female,West,26628.99,Graduate,2020-07-10
CUST-0528,39.0,Female,East,,Graduate,2020-11-23
CUST-0529,61.0,Female,North,36332.88,Post-Graduate,2019-05-17
CUST-0530,45.0,Other,South,58761.83,Post-Graduate,2024-02-02
CUST-0531,55.0,Female,South,87043.53,Secondary,2022-01-05
CUST-0532,,Female,South,22949.54,Graduate,2022-12-19
CUST-0533,61.0,Male,North,135441.37,Graduate,2020-02-07
CUST-0534,40.0,Female,North,28055.96,Primary,2023-11-13
CUST-0535,54.0,Male,North,51613.98,Primary,2019-03-02
CUST-0536,47.0,Male,West,35672.1,Graduate,2024-09-28
CUST-0537,51.0,Other,North,65881.82,Secondary,2021-03-15
CUST-0538,58.0,Female,West,69773.11,Secondary,2024-11-01
CUST-0539,39.0,Male,East,32505.98,Secondary,2020-07-17
CUST-0540,62.0,Female,East,89485.11,Secondary,2022-11-18
CUST-0541,35.0,Female,South,45879.35,Graduate,2021-04-24
CUST-0542,53.0,Female,South,63107.69,Graduate,2019-09-24
CUST-0543,40.0,Female,West,53295.73,Secondary,2023-05-26
CUST-0544,32.0,,West,67131.14,Post-Graduate,2024-12-10
CUST-0545,53.0,Female,South,2500000.0,Post-Graduate,2022-10-01
CUST-0546,54.0,Male,North,31868.17,Primary,2023-06-01
CUST-0547,48.0,Female,West,38947.21,Secondary,2021-08-01
CUST-0548,30.0,Female,North,59815.79,Graduate,2019-02-06
CUST-0549,,Female,South,103712.05,Graduate,2023-05-27
CUST-0550,28.0,Female,East,64335.89,Graduate,2020-05-15
CUST-0551,41.0,Male,South,110374.32,Graduate,2021-02-20
CUST-0552,62.0,Female,South,49620.33,Graduate,2022-08-31
CUST-0553,59.0,Female,South,21370.55,Post-Graduate,2023-09-29
CUST-0554,23.0,Male,South,35430.71,Post-Graduate,2023-04-27
CUST-0555,53.0,Male,West,44335.17,Secondary,2021-11-02
CUST-0556,47.0,Female,West,129771.43,Secondary,2024-09-10
CUST-0557,40.0,Male,North,77669.37,Graduate,2023-10-06
CUST-0558,46.0,Female,East,72468.33,Primary,2019-01-27
CUST-0559,49.0,Other,West,89619.89,Graduate,2024-07-29
CUST-0560,29.0,Male,North,32423.43,Post-Graduate,2022-02-24
CUST-0561,50.0,Male,East,38042.63,Secondary,2022-11-21
CUST-0562,49.0,Male,West,49959.33,Graduate,2022-01-13
CUST-0563,43.0,Female,North,53435.03,Graduate,2019-02-20
CUST-0564,61.0,Other,South,41011.67,Graduate,2024-05-24
CUST-0565,51.0,Male,North,16629.19,Graduate,2022-05-07
CUST-0566,45.0,Male,North,50666.29,Graduate,2024-05-22
CUST-0567,40.0,Female,West,,Primary,2021-09-09
CUST-0568,21.0,,North,37101.43,Post-Graduate,2024-01-10
CUST-0569,63.0,Female,South,72377.48,Graduate,2019-02-14
CUST-0570,49.0,Female,West,81258.34,Graduate,2019-05-13
CUST-0571,49.0,Male,East,47378.28,Graduate,2021-05-27
CUST-0572,46.0,Female,South,60673.47,Graduate,2024-06-14
CUST-0573,27.0,Female,East,71820.4,Primary,2022-12-20
CUST-0574,,Female,West,65479.22,Graduate,2019-09-02
CUST-0575,33.0,Male,North,49625.8,Graduate,2023-11-21
CUST-0576,60.0,Female,East,1500.0,Graduate,2023-04-15
CUST-0577,45.0,Female,South,22181.99,Post-Graduate,2023-03-12
CUST-0578,43.0,Male,East,2500000.0,Secondary,2022-03-26
CUST-0579,58.0,Female,East,61042.4,Post-Graduate,2021-11-03
CUST-0580,61.0,Female,West,,Graduate,2019-02-06
CUST-0581,25.0,Female,West,84939.25,Graduate,2022-05-26
CUST-0582,40.0,Female,North,56760.63,Secondary,2024-02-03
CUST-0583,50.0,Female,East,,Secondary,2024-10-23
CUST-0584,20.0,Male,South,40892.69,Graduate,2019-03-09
CUST-0585,29.0,Female,West,45395.86,Secondary,2021-05-05
CUST-0586,59.0,Female,East,53134.19,Post-Graduate,2024-05-14
CUST-0587,49.0,Female,South,51769.53,Post-Graduate,2020-02-08
CUST-0588,24.0,Female,North,,Post-Graduate,2023-05-23
CUST-0589,36.0,Female,East,77985.0,Graduate,2021-01-11
CUST-0590,43.0,Male,West,153835.77,Secondary,2020-02-06
CUST-0591,29.0,Male,West,45508.52,Primary,2023-05-20
CUST-0592,43.0,Male,West,49010.62,Secondary,2020-09-17
CUST-0593,62.0,Female,South,60249.32,Post-Graduate,2020-01-09
CUST-0594,31.0,Female,North,94544.8,Post-Graduate,2020-12-31
CUST-0595,23.0,Female,West,103356.71,Graduate,2021-07-15
CUST-0596,40.0,Male,South,108060.39,Post-Graduate,2023-10-19
CUST-0597,58.0,Female,South,70402.51,Secondary,2024-05-19
CUST-0598,32.0,,West,,Secondary,2020-10-31
CUST-0599,53.0,Male,East,46612.28,Graduate,2023-08-10
CUST-0600,61.0,Male,West,67715.04,Graduate,2024-05-12
